DB00246	DB00752
DB09073	DB09119
DB00774	DB01551
DB00932	DB09027
DB00413	DB00475
DB00732	DB00981
DB00007	DB00912
DB00191	DB00311
DB00835	DB01560
DB01024	DB01147
DB00977	DB06203
DB00374	DB01115
DB00790	DB00794
DB00175	DB01039
DB00224	DB01307
DB00390	DB00608
DB00571	DB00953
DB00651	DB01577
DB00427	DB00557
DB00422	DB00657
DB00722	DB06692
DB00273	DB00572
DB00321	DB01120
DB00653	DB00802
DB00540	DB00780
DB00794	DB08916
DB00959	DB09067
DB01591	DB09290
DB00009	DB00682
DB00211	DB01162
DB00452	DB00732
DB00476	DB06779
DB01193	DB06714
DB00625	DB04920
DB00390	DB00887
DB00679	DB01278
DB00715	DB01589
DB00658	DB01165
DB00083	DB00662
DB00493	DB01032
DB01351	DB08867
DB00834	DB06616
DB00196	DB00359
DB00588	DB00983
DB00335	DB08935
DB00938	DB06711
DB00690	DB00956
DB00277	DB05812
DB00395	DB01173
DB00388	DB01255
DB00500	DB00946
DB06822	DB09030
DB01072	DB01126
DB01403	DB09117
DB00408	DB00696
DB01049	DB01623
DB00341	DB08883
DB00402	DB06204
DB00384	DB00876
DB00477	DB09076
DB00213	DB01026
DB01203	DB01400
DB00425	DB00854
DB00479	DB01112
DB00675	DB00857
DB00177	DB01354
DB00277	DB00397
DB00214	DB01339
DB00661	DB00904
DB01118	DB01203
DB00332	DB00662
DB01418	DB08976
DB00014	DB00834
DB00479	DB01602
DB00731	DB09036
DB00784	DB01032
DB00834	DB04855
DB00346	DB00887
DB00750	DB01086
DB01098	DB06817
DB00266	DB00328
DB00250	DB09112
DB00758	DB04841
DB00186	DB05246
DB00030	DB01120
DB00169	DB01223
DB00363	DB01356
DB00930	DB00973
DB01285	DB08882
DB00029	DB06700
DB01120	DB04868
DB06779	DB09068
DB00484	DB00612
DB00661	DB09083
DB00307	DB06684
DB01068	DB09117
DB00007	DB01069
DB00477	DB01149
DB00014	DB01211
DB00418	DB09288
DB01440	DB08811
DB00656	DB01623
DB00508	DB01233
DB00690	DB09072
DB00289	DB01274
DB00104	DB09039
DB00519	DB09276
DB00958	DB06643
DB06148	DB09300
DB00582	DB00820
DB00474	DB00964
DB00320	DB09048
DB00261	DB00686
DB00401	DB06207
DB00204	DB00705
DB00783	DB01217
DB00876	DB01353
DB00813	DB06717
DB00752	DB01132
DB00199	DB00470
DB00470	DB00782
DB01229	DB01656
DB00657	DB00839
DB00391	DB00865
DB01196	DB11093
DB00444	DB08895
DB00554	DB09211
DB00209	DB09076
DB00582	DB01319
DB00136	DB00220
DB06717	DB08865
DB00418	DB01418
DB01013	DB01609
DB01197	DB09104
DB00723	DB01255
DB00816	DB00903
DB00582	DB06772
DB00334	DB01068
DB00945	DB01050
DB00503	DB01087
DB04868	DB09034
DB01115	DB09073
DB00312	DB04825
DB00399	DB00736
DB00440	DB00648
DB00994	DB01061
DB00087	DB01097
DB01032	DB01147
DB01220	DB08820
DB00083	DB01062
DB06271	DB09068
DB00673	DB09123
DB00220	DB01012
DB00697	DB00744
DB00938	DB01064
DB00188	DB00252
DB00366	DB00382
DB01097	DB08904
DB01609	DB08906
DB01101	DB06643
DB01167	DB06702
DB00243	DB01026
DB01109	DB08935
DB00346	DB01115
DB00741	DB08895
DB00765	DB01320
DB00252	DB00956
DB08903	DB09268
DB00652	DB00921
DB00715	DB06203
DB09068	DB09167
DB05294	DB09083
DB00220	DB01244
DB00630	DB00653
DB00363	DB01016
DB06209	DB09211
DB00199	DB00342
DB00368	DB00449
DB00619	DB08895
DB00908	DB06702
DB01254	DB06271
DB00248	DB01364
DB00563	DB00661
DB00653	DB00690
DB01072	DB01124
DB00414	DB01277
DB01021	DB09547
DB00040	DB11181
DB00243	DB08870
DB00615	DB06228
DB00181	DB01104
DB01095	DB06210
DB00999	DB09282
DB08933	DB09074
DB00202	DB00843
DB00337	DB00755
DB06290	DB09036
DB00484	DB00829
DB00470	DB06283
DB09036	DB09049
DB00009	DB00374
DB00436	DB01016
DB00199	DB09227
DB09030	DB09063
DB00333	DB01100
DB00182	DB00206
DB00976	DB01609
DB00070	DB00269
DB00794	DB06414
DB01138	DB01418
DB00370	DB01238
DB01232	DB08439
DB01232	DB01307
DB00112	DB04817
DB00435	DB00727
DB00834	DB06788
DB06204	DB09117
DB00427	DB01041
DB00732	DB00741
DB01214	DB01355
DB08880	DB08895
DB00196	DB00440
DB00266	DB00338
DB01095	DB02703
DB00268	DB00899
DB00363	DB01579
DB00380	DB04817
DB01224	DB01307
DB00477	DB00952
DB00653	DB01558
DB00390	DB01436
DB00956	DB04908
DB00030	DB04876
DB01656	DB06813
DB00007	DB01165
DB00450	DB01174
DB00861	DB08976
DB01041	DB09123
DB00421	DB00537
DB00450	DB06282
DB00470	DB00708
DB00108	DB00970
DB00661	DB08896
DB00569	DB04574
DB01276	DB01306
DB00397	DB01291
DB00458	DB00734
DB00191	DB00830
DB00477	DB00752
DB00691	DB00697
DB00054	DB00717
DB00999	DB01354
DB01067	DB01306
DB01149	DB01623
DB00310	DB00734
DB06273	DB08881
DB00186	DB00402
DB00245	DB00332
DB00191	DB01576
DB00367	DB08794
DB00370	DB08872
DB00166	DB09104
DB00541	DB05812
DB01251	DB04868
DB00199	DB00404
DB00595	DB09322
DB00320	DB08873
DB00427	DB00601
DB01268	DB09048
DB00932	DB01124
DB00187	DB00264
DB00199	DB08867
DB00199	DB00401
DB00176	DB01012
DB00193	DB00248
DB00912	DB01067
DB01229	DB06643
DB01323	DB04868
DB00930	DB00999
DB01064	DB06701
DB00508	DB01579
DB00222	DB00707
DB00514	DB01618
DB00418	DB00482
DB00382	DB01591
DB00484	DB01171
DB00461	DB00946
DB00653	DB00962
DB00252	DB01577
DB00007	DB00458
DB04868	DB08873
DB00839	DB01203
DB00029	DB00788
DB00976	DB01018
DB01254	DB06209
DB02703	DB05521
DB01173	DB09555
DB06700	DB09211
DB00917	DB01282
DB01277	DB01309
DB00193	DB00246
DB00246	DB01149
DB00619	DB01656
DB00220	DB08907
DB06605	DB08873
DB00625	DB01167
DB01072	DB01390
DB01268	DB08933
DB00834	DB09128
DB00307	DB09102
DB00586	DB01254
DB00625	DB00758
DB08813	DB09026
DB00267	DB00479
DB01600	DB09026
DB01156	DB04572
DB00390	DB09039
DB01128	DB04908
DB00047	DB01398
DB00570	DB08916
DB00508	DB00952
DB00694	DB01232
DB00307	DB01175
DB00834	DB08903
DB00734	DB00972
DB05521	DB08815
DB01306	DB01601
DB00622	DB09075
DB01097	DB08895
DB00208	DB00945
DB00540	DB04924
DB00335	DB00734
DB01000	DB01017
DB01151	DB01224
DB00752	DB09271
DB00374	DB00554
DB00594	DB00956
DB00784	DB00946
DB00972	DB01560
DB00420	DB00601
DB00188	DB00363
DB00220	DB09073
DB00158	DB00252
DB00474	DB01151
DB09268	DB09323
DB00363	DB00696
DB00765	DB00898
DB00374	DB00966
DB00408	DB09097
DB00367	DB00834
DB00650	DB01101
DB00679	DB00715
DB00370	DB06273
DB00390	DB04855
DB00196	DB06603
DB06636	DB08820
DB00215	DB01463
DB01395	DB04905
DB00178	DB00945
DB00213	DB06413
DB00258	DB00852
DB00351	DB00374
DB06290	DB09118
DB00552	DB06643
DB00594	DB00802
DB00268	DB00829
DB00409	DB00601
DB00790	DB00991
DB01129	DB01167
DB00903	DB01192
DB00908	DB04905
DB00176	DB09167
DB00177	DB00519
DB00252	DB06717
DB00381	DB06207
DB00374	DB06684
DB00895	DB00950
DB01275	DB01355
DB00526	DB01229
DB00897	DB05521
DB00476	DB08931
DB00437	DB00900
DB00224	DB01100
DB00331	DB00864
DB00611	DB01560
DB00682	DB09123
DB01021	DB08897
DB00423	DB00450
DB00366	DB00391
DB00476	DB00594
DB00250	DB00559
DB00072	DB06813
DB00706	DB01156
DB01176	DB09072
DB00540	DB08897
DB01221	DB06201
DB00949	DB06204
DB00371	DB01403
DB00598	DB01235
DB00684	DB00695
DB00178	DB01398
DB00177	DB00903
DB00974	DB06695
DB04837	DB09290
DB00586	DB01600
DB00203	DB00360
DB00765	DB06153
DB00375	DB00627
DB00564	DB01167
DB01224	DB08914
DB00544	DB09257
DB00325	DB01235
DB00476	DB01023
DB00498	DB09079
DB01075	DB04924
DB00273	DB01176
DB00717	DB06779
DB08912	DB09143
DB00186	DB00490
DB00243	DB00571
DB00762	DB06290
DB00563	DB09291
DB01232	DB04868
DB01264	DB09036
DB00569	DB06206
DB00601	DB00867
DB00237	DB00975
DB01609	DB04868
DB00304	DB06779
DB01022	DB11057
DB00454	DB00904
DB01181	DB08865
DB00191	DB00486
DB00657	DB00752
DB00112	DB00884
DB00346	DB00706
DB00366	DB00679
DB00496	DB08897
DB00717	DB09280
DB00762	DB08899
DB00007	DB00215
DB00486	DB01198
DB00531	DB01021
DB00186	DB00484
DB01166	DB01232
DB00679	DB00998
DB01095	DB01394
DB06822	DB09070
DB00975	DB09075
DB00450	DB06684
DB00387	DB06702
DB00181	DB00206
DB00864	DB01211
DB00363	DB08918
DB00186	DB01501
DB00524	DB04876
DB01255	DB01614
DB01026	DB06218
DB00608	DB06717
DB00582	DB01018
DB00980	DB01041
DB00994	DB01150
DB00908	DB01167
DB00046	DB01307
DB00318	DB00476
DB00108	DB00444
DB00490	DB01026
DB01323	DB04835
DB00268	DB00455
DB00196	DB00683
DB00497	DB04831
DB00555	DB00972
DB00671	DB00682
DB00726	DB00908
DB00091	DB00500
DB01009	DB11133
DB00086	DB01418
DB00641	DB01118
DB00201	DB00946
DB00381	DB06717
DB01021	DB01081
DB00612	DB00806
DB00331	DB01208
DB00559	DB00641
DB00930	DB08976
DB00989	DB01158
DB00275	DB00418
DB00486	DB00962
DB00381	DB09036
DB00813	DB01238
DB00477	DB01175
DB00268	DB00408
DB01609	DB06702
DB01032	DB01061
DB00988	DB09042
DB00104	DB01208
DB00529	DB00695
DB01041	DB01114
DB01041	DB01623
DB00182	DB00767
DB00502	DB01168
DB00315	DB01239
DB01323	DB09049
DB00875	DB01149
DB00204	DB08815
DB00252	DB00762
DB00559	DB00619
DB00732	DB01627
DB00590	DB02703
DB00310	DB01124
DB00898	DB04844
DB00266	DB00279
DB00524	DB00707
DB00921	DB00962
DB00754	DB09117
DB00182	DB00420
DB00346	DB01232
DB00554	DB01254
DB06589	DB08881
DB00422	DB08815
DB08865	DB09063
DB00831	DB01247
DB00241	DB00935
DB00780	DB09068
DB00798	DB00948
DB01166	DB06273
DB00555	DB06204
DB01016	DB04574
DB00269	DB06228
DB00304	DB00569
DB00388	DB00651
DB00903	DB01418
DB00490	DB01263
DB00919	DB01339
DB00977	DB06201
DB01244	DB01351
DB01032	DB08976
DB00490	DB01100
DB00501	DB01166
DB00197	DB00672
DB00635	DB01656
DB00898	DB00950
DB00404	DB00450
DB01065	DB04920
DB08916	DB09039
DB00601	DB01403
DB00208	DB06702
DB00181	DB00323
DB00635	DB01306
DB00264	DB01182
DB00346	DB08822
DB00237	DB01142
DB00418	DB09117
DB00906	DB09117
DB00204	DB08865
DB00834	DB01165
DB00484	DB01176
DB00374	DB00876
DB00333	DB06702
DB00042	DB08897
DB00290	DB00337
DB01307	DB04946
DB00898	DB09068
DB00215	DB01169
DB04876	DB09128
DB01197	DB08907
DB00381	DB00590
DB01278	DB09564
DB00030	DB09042
DB00912	DB01224
DB00285	DB08935
DB00307	DB04574
DB00437	DB01377
DB00480	DB01097
DB09065	DB09123
DB00672	DB02901
DB00887	DB06203
DB00784	DB06826
DB00794	DB05812
DB00196	DB00528
DB04855	DB05521
DB06636	DB09053
DB00880	DB00956
DB00222	DB01021
DB00503	DB00540
DB00450	DB01589
DB04868	DB08914
DB01184	DB01367
DB00413	DB00593
DB00653	DB01215
DB00559	DB01211
DB00976	DB06702
DB00780	DB01115
DB01072	DB08860
DB00794	DB00796
DB00041	DB00591
DB00476	DB00569
DB01198	DB09034
DB08873	DB09071
DB00484	DB00555
DB00976	DB01166
DB00030	DB04839
DB00677	DB00705
DB00529	DB00903
DB00472	DB01114
DB00231	DB00484
DB01087	DB09083
DB01264	DB08820
DB00679	DB04924
DB00794	DB01267
DB00083	DB01176
DB00371	DB00972
DB00390	DB01323
DB00266	DB00682
DB00333	DB01068
DB00344	DB01104
DB06228	DB08816
DB00601	DB01463
DB00358	DB06717
DB00327	DB00470
DB05676	DB08931
DB00898	DB01081
DB01207	DB09030
DB01403	DB06204
DB01021	DB01062
DB00715	DB00921
DB00332	DB01106
DB01556	DB01579
DB00500	DB09026
DB01009	DB06605
DB00091	DB00418
DB00564	DB06605
DB00780	DB01267
DB01220	DB05294
DB01340	DB06212
DB00277	DB01210
DB01656	DB09036
DB00214	DB00318
DB00289	DB09042
DB00393	DB06201
DB00196	DB01621
DB01029	DB01109
DB00681	DB00764
DB00331	DB01234
DB00723	DB09080
DB00182	DB06153
DB01403	DB08882
DB00887	DB04876
DB01036	DB08933
DB00752	DB05271
DB00196	DB00834
DB06663	DB08907
DB00682	DB01208
DB01609	DB06772
DB09076	DB09290
DB00476	DB01020
DB01355	DB09401
DB00328	DB03615
DB00413	DB01221
DB00337	DB00993
DB01072	DB01238
DB00082	DB00497
DB00737	DB09271
DB00421	DB00806
DB00222	DB06335
DB00213	DB00884
DB00224	DB00401
DB00091	DB00328
DB00281	DB09036
DB00934	DB01017
DB00325	DB01119
DB00957	DB01109
DB00956	DB01264
DB00014	DB01233
DB00989	DB01100
DB04817	DB08871
DB00872	DB01020
DB01255	DB01365
DB00196	DB00932
DB00457	DB01193
DB00752	DB01166
DB00802	DB09054
DB00201	DB00830
DB00332	DB00450
DB01590	DB08827
DB00484	DB08872
DB00220	DB01394
DB00203	DB08912
DB00661	DB09128
DB00270	DB01244
DB00204	DB01591
DB00612	DB01355
DB00816	DB00865
DB04855	DB05109
DB01174	DB01560
DB00598	DB00841
DB09042	DB09268
DB00834	DB09074
DB00531	DB01264
DB00935	DB01255
DB00854	DB09034
DB00584	DB00700
DB00289	DB00745
DB00477	DB01377
DB00477	DB01168
DB00691	DB00877
DB01041	DB09071
DB04841	DB06724
DB00564	DB01356
DB00773	DB01418
DB00717	DB01351
DB00315	DB00850
DB01095	DB02701
DB01151	DB01238
DB00196	DB00203
DB00448	DB04868
DB00273	DB01623
DB00165	DB01355
DB00381	DB01354
DB01403	DB09118
DB00252	DB04835
DB00468	DB01590
DB00864	DB01168
DB01002	DB01149
DB00356	DB00557
DB00323	DB06204
DB00374	DB01050
DB00227	DB08933
DB01073	DB06643
DB00214	DB00263
DB00959	DB01016
DB00831	DB08880
DB01142	DB06148
DB00930	DB01021
DB00328	DB01418
DB00554	DB01356
DB01166	DB06413
DB00622	DB09049
DB00834	DB06273
DB00476	DB00678
DB00422	DB01142
DB00615	DB01354
DB00898	DB01062
DB00350	DB00474
DB06723	DB06777
DB00661	DB00734
DB01069	DB09076
DB00163	DB00749
DB00648	DB09049
DB00773	DB01045
DB00839	DB08882
DB00193	DB00476
DB00393	DB04884
DB01193	DB01354
DB06730	DB06822
DB00350	DB00862
DB00498	DB01395
DB00176	DB00248
DB00384	DB06767
DB00040	DB00985
DB00444	DB06717
DB00829	DB08820
DB00864	DB08820
DB00880	DB01070
DB00652	DB01021
DB00569	DB01104
DB00220	DB09227
DB00612	DB08896
DB00497	DB06274
DB00015	DB01225
DB01263	DB09280
DB00327	DB06274
DB01149	DB08865
DB00368	DB01168
DB00872	DB01259
DB00575	DB00752
DB00243	DB00564
DB00834	DB01155
DB00252	DB01087
DB00195	DB01614
DB01397	DB08826
DB01082	DB01416
DB00732	DB01234
DB00437	DB00691
DB01097	DB01257
DB00521	DB00794
DB00569	DB09123
DB01407	DB06413
DB00555	DB01351
DB00390	DB01115
DB04920	DB09220
DB00661	DB01601
DB00248	DB00734
DB00312	DB00401
DB00335	DB08877
DB00484	DB06283
DB00704	DB06800
DB00503	DB01222
DB00291	DB01656
DB01026	DB08893
DB00414	DB01621
DB00884	DB00994
DB00266	DB09068
DB00289	DB09065
DB00220	DB00741
DB00321	DB00450
DB00897	DB06717
DB00653	DB01142
DB00229	DB00682
DB00252	DB00972
DB01210	DB01355
DB00291	DB00337
DB00887	DB01124
DB00309	DB00705
DB00949	DB01403
DB00266	DB00618
DB00015	DB01294
DB08918	DB09241
DB00214	DB00515
DB00727	DB01355
DB00946	DB00991
DB00724	DB08895
DB00185	DB09271
DB00582	DB08881
DB00683	DB09117
DB01576	DB01624
DB00889	DB01151
DB00341	DB09072
DB00046	DB00082
DB00404	DB06717
DB00607	DB04908
DB00893	DB00927
DB00186	DB00628
DB06216	DB09034
DB00767	DB01242
DB00514	DB01063
DB00980	DB05271
DB00949	DB09072
DB01263	DB06605
DB00199	DB09143
DB01018	DB08895
DB00382	DB00408
DB00176	DB00946
DB00404	DB06290
DB00176	DB04871
DB00673	DB08881
DB00754	DB08883
DB01589	DB09034
DB00379	DB09068
DB00300	DB01601
DB00948	DB01024
DB00696	DB00872
DB00887	DB01551
DB00366	DB09555
DB00243	DB00694
DB00307	DB09065
DB00951	DB01166
DB00975	DB06207
DB01030	DB09291
DB00285	DB06271
DB00091	DB00350
DB00543	DB05271
DB01087	DB06769
DB00674	DB00831
DB00359	DB00945
DB00391	DB01151
DB00695	DB01251
DB01234	DB09143
DB00767	DB01171
DB00252	DB00865
DB00388	DB01365
DB00363	DB06700
DB00571	DB09049
DB01100	DB09036
DB00199	DB01238
DB00741	DB01307
DB00968	DB09083
DB00312	DB00960
DB00366	DB00708
DB00567	DB01593
DB00794	DB01142
DB00196	DB01248
DB04884	DB09054
DB00582	DB01166
DB00206	DB00571
DB01223	DB01407
DB04843	DB06148
DB00264	DB00422
DB09271	DB09555
DB00501	DB01167
DB00230	DB09477
DB00595	DB01339
DB00625	DB01054
DB00850	DB09068
DB00091	DB00635
DB00222	DB01169
DB01195	DB01238
DB00182	DB00341
DB00420	DB01579
DB00030	DB00860
DB00594	DB01355
DB01017	DB06204
DB00216	DB01403
DB00788	DB01609
DB00476	DB01182
DB00573	DB01609
DB00201	DB00311
DB00278	DB01109
DB00196	DB08867
DB06605	DB06700
DB00328	DB01225
DB00486	DB00841
DB00621	DB06404
DB00898	DB01174
DB01436	DB09407
DB01398	DB06700
DB00484	DB01351
DB00176	DB00208
DB04855	DB09073
DB01251	DB06216
DB00333	DB00842
DB01357	DB08914
DB01656	DB08895
DB00918	DB01614
DB00181	DB04953
DB00872	DB08815
DB01409	DB08897
DB00409	DB00953
DB00043	DB08879
DB00191	DB00397
DB00998	DB09042
DB00191	DB00289
DB06681	DB08895
DB00690	DB08883
DB00865	DB08824
DB00014	DB05294
DB00211	DB01364
DB00727	DB01353
DB04839	DB09073
DB00396	DB09075
DB00454	DB00831
DB01068	DB09034
DB00374	DB01340
DB06616	DB06717
DB00657	DB01143
DB00204	DB00458
DB00258	DB11093
DB00176	DB06697
DB00252	DB00475
DB00559	DB00773
DB00834	DB08868
DB01151	DB09128
DB01560	DB06216
DB00252	DB09280
DB00434	DB09290
DB00204	DB00656
DB00523	DB00717
DB00177	DB01351
DB00625	DB05271
DB01195	DB09065
DB00401	DB09118
DB00454	DB01072
DB01033	DB04854
DB00503	DB01394
DB09036	DB09102
DB06271	DB06684
DB00563	DB00651
DB00159	DB00682
DB00313	DB00853
DB00498	DB01609
DB00309	DB00363
DB00434	DB06698
DB00477	DB08897
DB00175	DB05109
DB00202	DB00854
DB00346	DB00796
DB00672	DB00898
DB00813	DB00972
DB01248	DB08820
DB00029	DB00569
DB00489	DB00961
DB00081	DB00974
DB00201	DB00884
DB06643	DB09054
DB00808	DB00816
DB00408	DB00540
DB00563	DB01398
DB00423	DB09072
DB06207	DB06717
DB00932	DB06290
DB00224	DB06218
DB00367	DB01307
DB00677	DB01242
DB00176	DB00697
DB00334	DB00683
DB00465	DB00864
DB00620	DB00912
DB00390	DB01021
DB01171	DB06706
DB00358	DB08916
DB00250	DB01611
DB00705	DB03880
DB00381	DB00732
DB00976	DB04835
DB00316	DB00653
DB00946	DB01166
DB01069	DB01173
DB01234	DB01259
DB00328	DB00864
DB00401	DB01263
DB01149	DB06290
DB00031	DB00201
DB00542	DB00862
DB01006	DB09256
DB01136	DB09075
DB00490	DB01463
DB00294	DB00776
DB00382	DB00960
DB00672	DB01208
DB00672	DB01193
DB00806	DB00991
DB00502	DB09128
DB00176	DB00277
DB00191	DB01407
DB08827	DB08909
DB00880	DB00930
DB00501	DB01656
DB00590	DB01323
DB00991	DB04865
DB00009	DB00712
DB00215	DB00321
DB00803	DB01172
DB00780	DB01356
DB00193	DB05271
DB00015	DB06605
DB00252	DB04953
DB00687	DB01263
DB00648	DB06414
DB00041	DB01234
DB00220	DB00745
DB00203	DB08931
DB00397	DB06704
DB00708	DB01037
DB00199	DB04825
DB00273	DB00747
DB00598	DB01255
DB00425	DB01219
DB00607	DB01054
DB01142	DB01353
DB00191	DB01365
DB00398	DB01232
DB00542	DB08935
DB01224	DB08918
DB01589	DB09072
DB01234	DB04905
DB00540	DB01224
DB00295	DB09555
DB00182	DB00543
DB00628	DB01173
DB02901	DB08907
DB00715	DB00904
DB00994	DB01416
DB00852	DB00988
DB00503	DB00897
DB00993	DB01418
DB03615	DB09060
DB00177	DB00335
DB00309	DB04817
DB00358	DB09054
DB00091	DB06412
DB00081	DB01009
DB00997	DB08893
DB00409	DB01037
DB00603	DB00834
DB00537	DB00722
DB00430	DB01032
DB00384	DB00864
DB00181	DB00404
DB00601	DB01151
DB00554	DB00930
DB00391	DB01576
DB01064	DB06413
DB01174	DB09053
DB00041	DB01193
DB00794	DB08820
DB00476	DB00691
DB00897	DB01017
DB00575	DB00661
DB00232	DB01119
DB00312	DB00615
DB00734	DB09280
DB00387	DB01010
DB00877	DB04876
DB00391	DB00434
DB01551	DB01614
DB00208	DB00734
DB04843	DB08897
DB00465	DB00715
DB00747	DB06204
DB00215	DB01233
DB00285	DB06808
DB00436	DB01353
DB01238	DB04839
DB00242	DB01656
DB01017	DB01621
DB00571	DB00752
DB00206	DB00366
DB00220	DB06414
DB01232	DB08914
DB00277	DB00279
DB00321	DB00788
DB01174	DB04855
DB00498	DB00569
DB00214	DB09118
DB00682	DB01138
DB00250	DB01198
DB00470	DB00829
DB00391	DB01356
DB00653	DB00934
DB01110	DB01120
DB00206	DB00598
DB00268	DB00854
DB01309	DB04839
DB00351	DB01306
DB00484	DB00594
DB01175	DB09118
DB00337	DB00631
DB00373	DB01115
DB00472	DB03619
DB01151	DB09242
DB01254	DB06636
DB00388	DB00938
DB00448	DB01072
DB00479	DB00766
DB00526	DB06688
DB00492	DB09104
DB06168	DB08904
DB00104	DB00633
DB00494	DB00557
DB00379	DB06414
DB00738	DB08933
DB00440	DB00752
DB00938	DB01577
DB01624	DB09065
DB06701	DB06723
DB01045	DB05812
DB00333	DB05271
DB00370	DB08880
DB00987	DB06688
DB06271	DB09030
DB00104	DB06335
DB00030	DB00537
DB00166	DB00258
DB00270	DB00862
DB00178	DB00468
DB00211	DB00988
DB00370	DB08933
DB00459	DB00603
DB01082	DB01330
DB00193	DB00956
DB06626	DB08912
DB00582	DB09123
DB00484	DB00934
DB00497	DB06767
DB00270	DB01211
DB00912	DB06719
DB00933	DB00934
DB08882	DB09547
DB01238	DB06684
DB01229	DB04817
DB00215	DB01151
DB00425	DB00967
DB00657	DB00803
DB00622	DB01377
DB00615	DB01609
DB01256	DB01264
DB00532	DB01083
DB00182	DB01267
DB00091	DB01355
DB00703	DB01043
DB00865	DB06288
DB00243	DB06290
DB00985	DB08897
DB00368	DB01576
DB00752	DB04951
DB00834	DB06719
DB01115	DB01609
DB00009	DB00054
DB01045	DB06589
DB00035	DB00233
DB00501	DB01320
DB00932	DB01071
DB00682	DB01285
DB01162	DB01355
DB00994	DB01000
DB00798	DB01605
DB01201	DB09123
DB01353	DB06292
DB00476	DB00975
DB00440	DB01016
DB00073	DB00325
DB00465	DB01032
DB00726	DB09117
DB00022	DB01114
DB00026	DB08910
DB00697	DB05812
DB00014	DB00331
DB00231	DB09034
DB01223	DB01365
DB00374	DB01225
DB00934	DB01409
DB01320	DB09256
DB01175	DB01618
DB00540	DB00933
DB00554	DB00834
DB01149	DB09054
DB01181	DB04817
DB00307	DB01268
DB00188	DB00395
DB00921	DB09290
DB00854	DB06201
DB01049	DB01233
DB00322	DB00814
DB06410	DB06723
DB00193	DB09118
DB00994	DB01331
DB00177	DB00465
DB00331	DB00839
DB00176	DB01618
DB00422	DB06288
DB04868	DB08815
DB00764	DB09063
DB00950	DB06698
DB01323	DB06616
DB06730	DB06779
DB01363	DB06262
DB09053	DB09054
DB01551	DB09273
DB00752	DB06700
DB01351	DB09034
DB00241	DB09273
DB00635	DB05521
DB00703	DB01235
DB00615	DB08896
DB00715	DB06702
DB00582	DB04938
DB01232	DB01395
DB02703	DB08896
DB00608	DB09104
DB01232	DB06273
DB00187	DB00436
DB00341	DB06201
DB00586	DB00946
DB00794	DB06176
DB00035	DB01551
DB01009	DB04865
DB00331	DB00717
DB00449	DB00668
DB01104	DB01239
DB00186	DB00502
DB00176	DB00408
DB01127	DB01418
DB00887	DB01307
DB00991	DB11249
DB01579	DB06704
DB00295	DB01142
DB00610	DB06707
DB00951	DB01320
DB00188	DB08912
DB00599	DB01083
DB00031	DB04272
DB01463	DB01576
DB00338	DB00422
DB00218	DB00707
DB00734	DB01142
DB00771	DB00898
DB00895	DB01176
DB01196	DB01656
DB08932	DB09073
DB00688	DB01147
DB00054	DB00215
DB00393	DB00872
DB00909	DB01041
DB00994	DB01604
DB00575	DB01041
DB00641	DB00834
DB00182	DB00434
DB00086	DB06209
DB00823	DB01353
DB00569	DB09068
DB00398	DB00613
DB00041	DB00489
DB00089	DB00620
DB01016	DB01169
DB00738	DB08907
DB01229	DB04905
DB00864	DB01045
DB00277	DB01577
DB00204	DB00834
DB00480	DB01656
DB00188	DB09063
DB00047	DB08914
DB00269	DB00930
DB00363	DB01206
DB00996	DB06148
DB00332	DB00841
DB00653	DB01017
DB00433	DB01579
DB01418	DB09539
DB01165	DB04951
DB00635	DB01609
DB00741	DB01201
DB01036	DB09118
DB00300	DB00684
DB06228	DB06271
DB01267	DB01367
DB00605	DB08794
DB00834	DB06290
DB00373	DB09065
DB01032	DB01137
DB00108	DB00864
DB06480	DB09065
DB00455	DB09280
DB00850	DB00865
DB00672	DB01132
DB00648	DB01076
DB00696	DB01167
DB00881	DB09292
DB00612	DB00672
DB00248	DB00521
DB00557	DB08883
DB00407	DB01340
DB01182	DB09083
DB00268	DB00341
DB00726	DB01618
DB00603	DB00673
DB00220	DB06708
DB00997	DB01201
DB06825	DB09066
DB00415	DB00688
DB00484	DB01242
DB00382	DB08897
DB00208	DB01035
DB00528	DB00607
DB00605	DB04865
DB05521	DB06603
DB00673	DB01380
DB01082	DB01150
DB00657	DB00759
DB00860	DB01174
DB00468	DB01136
DB00312	DB00413
DB00307	DB01621
DB01320	DB09048
DB00288	DB09063
DB01041	DB01100
DB01182	DB01264
DB00333	DB00829
DB00280	DB08912
DB01211	DB01238
DB00243	DB09102
DB08901	DB09063
DB00243	DB00967
DB00091	DB00732
DB00424	DB04924
DB00343	DB09118
DB01066	DB09104
DB00047	DB04839
DB00191	DB06704
DB00323	DB00653
DB06153	DB06204
DB00196	DB00277
DB00648	DB09053
DB00673	DB01058
DB00501	DB00893
DB00033	DB00697
DB00366	DB00898
DB01418	DB04918
DB00734	DB01149
DB00070	DB00557
DB01235	DB04920
DB00214	DB00844
DB00648	DB09073
DB00908	DB09065
DB00296	DB05812
DB06335	DB08815
DB00275	DB06212
DB00321	DB04842
DB00333	DB00475
DB00407	DB00542
DB00661	DB04868
DB00460	DB00537
DB00865	DB06714
DB00344	DB00477
DB00715	DB01041
DB00492	DB01356
DB00501	DB01054
DB01029	DB08907
DB00813	DB04855
DB00921	DB06274
