,Drug_ID,Protein_ID,label
4072,DB01114,P10635,1
4073,DB07841,P53611,1
4074,DB01049,A5X5Y0,1
4075,DB08296,P01857,1
4076,DB00312,P47869,1
4077,DB00720,P05141,1
4078,DB05104,P41145,1
4079,DB07841,P49356,1
4080,DB04673,P00742,1
4081,DB07396,P06737,1
4082,DB04868,P08684,1
4083,DB00721,Q9Y691,1
4084,DB01437,P47869,1
4085,DB00126,Q8IVL5,1
4086,DB03154,P18031,1
4087,DB08896,P15056,1
4088,DB02761,Q16762,1
4089,DB00381,P10635,1
4090,DB08073,P49841,1
4091,DB06603,Q9UBN7,1
4092,DB07720,Q494W8,1
4093,DB00334,P46098,1
4094,DB04884,P28222,1
4095,DB05492,P35372,1
4096,DB00599,P36544,1
4097,DB00531,P33260,1
4098,DB01028,P18505,1
4099,DB08846,P00918,1
4100,DB01205,P18507,1
4101,DB09074,P08684,1
4102,DB00532,Q14524,1
4103,DB01156,P08684,1
4104,DB08409,P01859,1
4105,DB02325,P43026,1
4106,DB01119,P05023,1
4107,DB00139,P51649,1
4108,DB00393,Q08289,1
4109,DB00415,Q02763,1
4110,DB00397,P07550,1
4111,DB02492,Q16706,1
4112,DB00866,P08588,1
4113,DB00317,P04798,1
4114,DB00030,Q16270,1
4115,DB00051,O75015,1
4116,DB01120,P15692,1
4117,DB08881,P10635,1
4118,DB07394,P25705,1
4119,DB00448,P04798,1
4120,DB01263,P08684,1
4121,DB00966,P37231,1
4122,DB01717,P00568,1
4123,DB05032,Q9H3N8,1
4124,DB05342,P04035,1
4125,DB02834,P15121,1
4126,DB00197,P22309,1
4127,DB00368,P05177,1
4128,DB00751,P20813,1
4129,DB00533,P11712,1
4130,DB04272,Q9Y275,1
4131,DB00119,P80404,1
4132,DB04395,P53779,1
4133,DB06803,P05177,1
4134,DB00421,Q06432,1
4135,DB00316,P22309,1
4136,DB01202,Q7L0J3,1
4137,DB01023,P08684,1
4138,DB04447,O43708,1
4139,DB06833,P11474,1
4140,DB00182,P14416,1
4141,DB01118,Q12809,1
4142,DB00705,P33261,1
4143,DB07691,Q03181,1
4144,DB02859,O00763,1
4145,DB04464,P20674,1
4146,DB04873,Q13639,1
4147,DB00918,P33261,1
4148,DB00312,Q16445,1
4149,DB07768,P52895,1
4150,DB00092,P02746,1
4151,DB03856,P11926,1
4152,DB07761,P24941,1
4153,DB01338,Q15822,1
4154,DB07863,P19793,1
4155,DB00156,Q9BW92,1
4156,DB08305,P42262,1
4157,DB07054,P24941,1
4158,DB00873,P04150,1
4159,DB00503,P10635,1
4160,DB03383,P11217,1
4161,DB08178,P24941,1
4162,DB06916,P35228,1
4163,DB01229,P10415,1
4164,DB01412,P05177,1
4165,DB02733,P24941,1
4166,DB00544,P11712,1
4167,DB00999,Q12791,1
4168,DB00503,P08684,1
4169,DB01285,P06850,1
4170,DB06663,P30872,1
4171,DB02326,P22894,1
4172,DB07400,P00734,1
4173,DB00752,P27338,1
4174,DB00903,P05023,1
4175,DB00248,P21728,1
4176,DB01396,P05023,1
4177,DB05227,P28223,1
4178,DB00567,P08684,1
4179,DB01254,P31513,1
4180,DB03953,P35228,1
4181,DB08899,P20813,1
4182,DB01085,P11509,1
4183,DB00659,O00591,1
4184,DB00228,P48169,1
4185,DB01397,P35354,1
4186,DB00343,P20815,1
4187,DB00641,P24462,1
4188,DB00248,P28222,1
4189,DB04461,P06132,1
4190,DB00368,P25100,1
4191,DB00171,Q09428,1
4192,DB01229,P27816,1
4193,DB00396,P20815,1
4194,DB02998,P06401,1
4195,DB01741,P07477,1
4196,DB00157,P56556,1
4197,DB06708,P08684,1
4198,DB06712,Q8IZS8,1
4199,DB00753,O00591,1
4200,DB07005,P00734,1
4201,DB08118,P35557,1
4202,DB01007,P10632,1
4203,DB00095,P08637,1
4204,DB04114,P22303,1
4205,DB00201,P16499,1
4206,DB01224,P28221,1
4207,DB00818,Q9UN88,1
4208,DB08916,P00533,1
4209,DB06589,P10635,1
4210,DB01295,P35348,1
4211,DB00462,P11229,1
4212,DB03367,P39900,1
4213,DB05147,Q13509,1
4214,DB02315,Q9UL51,1
4215,DB00171,Q92887,1
4216,DB00171,P10398,1
4217,DB00228,O00591,1
4218,DB09202,P25100,1
4219,DB00857,P23219,1
4220,DB05255,Q5T601,1
4221,DB00688,P22309,1
4222,DB00818,P10635,1
4223,DB03083,P78368,1
4224,DB00988,P23975,1
4225,DB00980,P49286,1
4226,DB01624,P21728,1
4227,DB00069,P17181,1
4228,DB00241,Q9UN88,1
4229,DB00804,P04798,1
4230,DB01233,P19099,1
4231,DB02999,Q13002,1
4232,DB04077,P17050,1
4233,DB06637,Q14721,1
4234,DB00936,P23219,1
4235,DB00571,P05177,1
4236,DB07931,Q04828,1
4237,DB03471,P14555,1
4238,DB03587,P04054,1
4239,DB03147,Q16881,1
4240,DB03150,P23919,1
4241,DB03439,P04746,1
4242,DB08236,P59998,1
4243,DB00752,P33261,1
4244,DB09053,P20815,1
4245,DB00769,P08684,1
4246,DB03683,P14780,1
4247,DB04472,O00182,1
4248,DB01406,P10275,1
4249,DB00599,P43681,1
4250,DB03608,P30044,1
4251,DB01381,P11712,1
4252,DB01919,P17612,1
4253,DB00408,P21917,1
4254,DB00292,Q8N1C3,1
4255,DB02118,P39900,1
4256,DB07234,P49137,1
4257,DB02714,P07998,1
4258,DB08690,P14927,1
4259,DB08229,P42574,1
4260,DB00328,Q07869,1
4261,DB00938,P20815,1
4262,DB00408,Q9H3N8,1
4263,DB01216,P18405,1
4264,DB00013,P05121,1
4265,DB01224,P28222,1
4266,DB00294,P03372,1
4267,DB00668,P00439,1
4268,DB00014,P22888,1
4269,DB04855,Q13936,1
4270,DB00111,P14784,1
4271,DB01184,P05177,1
4272,DB00074,P02746,1
4273,DB00475,Q16445,1
4274,DB01998,P01009,1
4275,DB02494,P62917,1
4276,DB00081,P12318,1
4277,DB00171,Q13131,1
4278,DB00452,P61073,1
4279,DB00285,P23975,1
4280,DB01625,P20309,1
4281,DB00056,P02747,1
4282,DB01054,P08684,1
4283,DB01353,P14867,1
4284,DB02774,P84077,1
4285,DB03615,P07237,1
4286,DB02644,P29475,1
4287,DB05271,P21917,1
4288,DB00245,P10635,1
4289,DB00120,O95363,1
4290,DB00515,P20813,1
4291,DB00424,P11229,1
4292,DB00540,P08173,1
4293,DB00598,P35348,1
4294,DB00013,P14543,1
4295,DB00499,P33261,1
4296,DB08285,P20248,1
4297,DB01426,P10635,1
4298,DB05137,Q9GZZ6,1
4299,DB00133,Q9GZT4,1
4300,DB00721,Q86W47,1
4301,DB06822,P13612,1
4302,DB03121,P14555,1
4303,DB01233,P14416,1
4304,DB01189,P23415,1
4305,DB07707,P03372,1
4306,DB01115,P04798,1
4307,DB00611,P35372,1
4308,DB07801,O14965,1
4309,DB02277,Q16539,1
4310,DB04868,P10632,1
4311,DB08790,O60760,1
4312,DB04961,P27707,1
4313,DB00055,P00734,1
4314,DB00714,P28223,1
4315,DB00122,P06276,1
4316,DB00425,P47869,1
4317,DB01221,P23219,1
4318,DB05417,P23415,1
4319,DB05578,P35968,1
4320,DB01407,P13945,1
4321,DB07853,Q13557,1
4322,DB00216,P30939,1
4323,DB08222,P04118,1
4324,DB00455,P33261,1
4325,DB03781,O00763,1
4326,DB01174,P20813,1
4327,DB00157,P48728,1
4328,DB00277,Q14432,1
4329,DB00494,O60656,1
4330,DB00231,P31644,1
4331,DB01026,P24462,1
4332,DB08378,P12883,1
4333,DB01752,O14717,1
4334,DB00184,P11509,1
4335,DB01198,P11712,1
4336,DB02479,P00918,1
4337,DB01296,P33261,1
4338,DB00142,O15067,1
4339,DB04098,P17612,1
4340,DB00111,P31994,1
4341,DB01065,Q16678,1
4342,DB00675,Q01740,1
4343,DB00788,P23219,1
4344,DB02852,Q13002,1
4345,DB00753,P47869,1
4346,DB00907,P11229,1
4347,DB07374,Q9UNX3,1
4348,DB00884,P35354,1
4349,DB00193,P28335,1
4350,DB07031,P13631,1
4351,DB08532,P24941,1
4352,DB00419,Q16739,1
4353,DB00898,Q15825,1
4354,DB00678,P33261,1
4355,DB07119,Q92731,1
4356,DB01559,P34903,1
4357,DB00854,P41145,1
4358,DB08129,P11086,1
4359,DB03192,P51659,1
4360,DB00574,P28335,1
4361,DB07129,P00749,1
4362,DB00078,P08637,1
4363,DB00818,O00519,1
4364,DB08232,P08709,1
4365,DB00142,Q9UPY5,1
4366,DB02611,P17612,1
4367,DB00622,P20815,1
4368,DB00647,P08684,1
4369,DB00847,P61278,1
4370,DB00898,Q99928,1
4371,DB08611,P25774,1
4372,DB04335,P47989,1
4373,DB00604,P28223,1
4374,DB05004,P25929,1
4375,DB08492,P16050,1
4376,DB00709,P49585,1
4377,DB01043,Q8TCU5,1
4378,DB01160,P43119,1
4379,DB01233,P10635,1
4380,DB00130,P17812,1
4381,DB00157,P09417,1
4382,DB01559,P08684,1
4383,DB01558,P24046,1
4384,DB03606,Q07343,1
4385,DB03583,P24941,1
4386,DB00653,Q02641,1
4387,DB00991,P11712,1
4388,DB00404,Q16445,1
4389,DB05232,Q9NY46,1
4390,DB00201,P21817,1
4391,DB01159,P11509,1
4392,DB04725,P11712,1
4393,DB08897,P06276,1
4394,DB08436,P07900,1
4395,DB01411,P01375,1
4396,DB00734,P20815,1
4397,DB01015,O60656,1
4398,DB00081,P12314,1
4399,DB00628,Q16445,1
4400,DB00557,P10635,1
4401,DB08073,P17612,1
4402,DB02709,Q16678,1
4403,DB06996,P00734,1
4404,DB01705,P07477,1
4405,DB00036,P00742,1
4406,DB00648,P15538,1
4407,DB03226,P01112,1
4408,DB03963,O60603,1
4409,DB00997,P15559,1
4410,DB00842,O14764,1
4411,DB06016,P28223,1
4412,DB02315,O00408,1
4413,DB06218,Q15858,1
4414,DB01075,P35367,1
4415,DB03147,Q15067,1
4416,DB02141,P29474,1
4417,DB01271,O60664,1
4418,DB05147,P68366,1
4419,DB04129,P42262,1
4420,DB00201,P42338,1
4421,DB01058,P24462,1
4422,DB08147,P18031,1
4423,DB03003,P09211,1
4424,DB00298,P35368,1
4425,DB01215,Q99928,1
4426,DB08537,P24941,1
4427,DB01442,P54219,1
4428,DB08906,P08684,1
4429,DB04141,Q16134,1
4430,DB00334,P47870,1
4431,DB06441,Q9H244,1
4432,DB00300,P05177,1
4433,DB07311,O14757,1
4434,DB00568,Q13698,1
4435,DB00058,P08246,1
4436,DB00917,P43115,1
4437,DB08246,P52732,1
4438,DB00608,P20815,1
4439,DB00700,P24462,1
4440,DB05420,P23921,1
4441,DB06713,P08842,1
4442,DB07605,P00742,1
4443,DB02010,P49137,1
4444,DB00748,P10635,1
4445,DB01435,P11712,1
4446,DB00434,P35367,1
4447,DB02296,P00797,1
4448,DB04820,P21964,1
4449,DB06854,P00749,1
4450,DB00371,P47869,1
4451,DB00690,P05181,1
4452,DB03867,P00390,1
4453,DB00953,P30939,1
4454,DB00786,P50281,1
4455,DB00783,P05177,1
4456,DB01321,P08684,1
4457,DB00306,P31644,1
4458,DB06838,P00734,1
4459,DB01408,P06276,1
4460,DB00709,P15531,1
4461,DB00445,P16662,1
4462,DB00755,Q8NFJ5,1
4463,DB00996,P54687,1
4464,DB01200,P28335,1
4465,DB05395,P13945,1
4466,DB07985,P07477,1
4467,DB08901,P22607,1
4468,DB00721,Q9UGI6,1
4469,DB00171,Q04771,1
4470,DB00201,P04798,1
4471,DB01388,P15538,1
4472,DB05169,O14965,1
4473,DB00130,O94808,1
4474,DB00205,P00374,1
4475,DB00651,Q08499,1
4476,DB02183,P49773,1
4477,DB00773,P30711,1
4478,DB00157,O43678,1
4479,DB00018,P17181,1
4480,DB03708,O43252,1
4481,DB00420,P14416,1
4482,DB00315,P05177,1
4483,DB00344,P23975,1
4484,DB03222,P06746,1
4485,DB09570,P10632,1
4486,DB00490,P20815,1
4487,DB00796,P30556,1
4488,DB05206,P25101,1
4489,DB00842,O00591,1
4490,DB04574,P11712,1
4491,DB09078,P11362,1
4492,DB06775,P31327,1
4493,DB00682,P05177,1
4494,DB06738,P35372,1
4495,DB00292,P18507,1
4496,DB01352,P48169,1
4497,DB00818,P33261,1
4498,DB05507,P01584,1
4499,DB00463,P47870,1
4500,DB06712,Q13936,1
4501,DB08413,P01834,1
4502,DB00130,O15067,1
4503,DB08371,P18031,1
4504,DB04738,P36873,1
4505,DB05141,O15392,1
4506,DB00191,P05177,1
4507,DB07285,P14780,1
4508,DB01100,P62158,1
4509,DB01388,Q08289,1
4510,DB00252,P20815,1
4511,DB03597,O76083,1
4512,DB05412,P01375,1
4513,DB00553,P08684,1
4514,DB00344,P31645,1
4515,DB03661,P18031,1
4516,DB00898,P23416,1
4517,DB04872,P29371,1
4518,DB05216,P07949,1
4519,DB00555,P35503,1
4520,DB01117,P11712,1
4521,DB00967,P11712,1
4522,DB04149,Q07343,1
4523,DB00172,P32322,1
4524,DB00665,P10632,1
4525,DB01175,P31645,1
4526,DB04522,Q15796,1
4527,DB01104,P11712,1
4528,DB00266,P11712,1
4529,DB00788,P35354,1
4530,DB03345,P01009,1
4531,DB00357,P05177,1
4532,DB01558,P28472,1
4533,DB01235,P35462,1
4534,DB01268,P17948,1
4535,DB00293,P04818,1
4536,DB00882,P08684,1
4537,DB01394,P08684,1
4538,DB04493,P16118,1
4539,DB00250,P33261,1
4540,DB00805,P28223,1
4541,DB00149,O60294,1
4542,DB00360,P07101,1
4543,DB00106,P30968,1
4544,DB00173,P24666,1
4545,DB01181,P20813,1
4546,DB00246,P20309,1
4547,DB00943,P11712,1
4548,DB03461,P00325,1
4549,DB08504,P27487,1
4550,DB00845,P08684,1
4551,DB00626,P14735,1
4552,DB00157,Q02252,1
4553,DB00197,P22310,1
4554,DB00297,P05177,1
4555,DB00409,P35462,1
4556,DB05785,P10276,1
4557,DB08194,P07900,1
4558,DB01397,P23219,1
4559,DB03374,P17612,1
4560,DB08368,P15085,1
4561,DB04272,Q9BZX2,1
4562,DB01124,P33261,1
4563,DB00794,P36544,1
4564,DB00155,P29474,1
4565,DB02303,Q12882,1
4566,DB03726,P07998,1
4567,DB01244,Q01064,1
4568,DB00122,O14939,1
4569,DB03465,P13929,1
4570,DB01088,Q07343,1
4571,DB03102,P18031,1
4572,DB03667,P23219,1
4573,DB01595,P48169,1
4574,DB00959,P08684,1
4575,DB00829,Q8N1C3,1
4576,DB00973,P54855,1
4577,DB07017,P28845,1
4578,DB00157,Q15800,1
4579,DB01381,P14555,1
4580,DB04513,P63316,1
4581,DB00908,P05181,1
4582,DB01594,P24046,1
4583,DB00163,Q9UDX3,1
4584,DB00172,P30405,1
4585,DB01354,P34903,1
4586,DB07477,P07711,1
4587,DB08480,P27338,1
4588,DB00114,P17735,1
4589,DB08695,O60760,1
4590,DB00182,P11509,1
4591,DB05191,P29274,1
4592,DB00313,Q9UQD0,1
4593,DB05399,P19320,1
4594,DB00913,P35372,1
4595,DB08497,P42574,1
4596,DB00934,P08173,1
4597,DB00172,Q96EM0,1
4598,DB00170,Q9BQB6,1
4599,DB01892,P09917,1
4600,DB01905,P07477,1
4601,DB00630,P23469,1
4602,DB00469,P35354,1
4603,DB00675,P10632,1
4604,DB00458,P35348,1
4605,DB04016,P23946,1
4606,DB00163,P15559,1
4607,DB05133,P01584,1
4608,DB00182,P27338,1
4609,DB08077,P68871,1
4610,DB02684,P07814,1
4611,DB00264,P33261,1
4612,DB07206,P56817,1
4613,DB07500,Q9NZK7,1
4614,DB00418,O60391,1
4615,DB09128,P35368,1
4616,DB01182,Q12809,1
4617,DB00255,Q92731,1
4618,DB00197,Q9HAW8,1
4619,DB01558,A8MPY1,1
4620,DB01559,Q8N1C3,1
4621,DB05676,P60568,1
4622,DB08068,Q16539,1
4623,DB00471,Q9Y271,1
4624,DB00843,P22303,1
4625,DB04893,P49356,1
4626,DB04957,P51787,1
4627,DB05216,P36888,1
4628,DB00741,P15538,1
4629,DB00584,P12821,1
4630,DB06287,P42345,1
4631,DB05773,P04626,1
4632,DB09068,P20813,1
4633,DB00157,P08559,1
4634,DB00120,P00439,1
4635,DB07976,Q02127,1
4636,DB01175,P11229,1
4637,DB00909,Q9ULX7,1
4638,DB03271,P17752,1
4639,DB03314,P60174,1
4640,DB00674,P30532,1
4641,DB06678,P10635,1
4642,DB08239,P52732,1
4643,DB01013,P04798,1
4644,DB00935,P18825,1
4645,DB00800,P18089,1
4646,DB07723,P37231,1
4647,DB07859,P61925,1
4648,DB00722,Q9BYF1,1
4649,DB05676,P29474,1
4650,DB00462,P08172,1
4651,DB00568,P35367,1
4652,DB08437,P62913,1
4653,DB00991,P35354,1
4654,DB00176,P04798,1
4655,DB08888,P01023,1
4656,DB00570,P05412,1
4657,DB03691,Q9UBX1,1
4658,DB07072,P27487,1
4659,DB07929,Q13133,1
4660,DB08865,P08684,1
4661,DB00245,P33261,1
4662,DB00152,Q9H3S4,1
4663,DB01472,P31645,1
4664,DB01297,P08588,1
4665,DB05459,P29460,1
4666,DB04774,P68133,1
4667,DB03765,P07998,1
4668,DB01212,Q8TCC7,1
4669,DB04141,O14949,1
4670,DB00579,Q01959,1
4671,DB08814,P23219,1
4672,DB03279,P13631,1
4673,DB01236,P31644,1
4674,DB06262,P35368,1
4675,DB01085,P11229,1
4676,DB01003,Q12791,1
4677,DB09053,Q06187,1
4678,DB01054,Q06432,1
4679,DB00776,P08684,1
4680,DB00214,P10632,1
4681,DB00773,P10632,1
4682,DB04654,P07477,1
4683,DB00530,Q16678,1
4684,DB06203,P08684,1
4685,DB00408,P35348,1
4686,DB04714,P14324,1
4687,DB01143,P22413,1
4688,DB04090,P15559,1
4689,DB00189,P18507,1
4690,DB02466,P13631,1
4691,DB03480,Q02127,1
4692,DB03725,P35558,1
4693,DB05271,P18089,1
4694,DB07004,P04271,1
4695,DB00549,P05181,1
4696,DB05219,Q08499,1
4697,DB00302,P00747,1
4698,DB00129,P04181,1
4699,DB04119,Q9UQM7,1
4700,DB00074,P01589,1
4701,DB00112,P31994,1
4702,DB01065,P27797,1
4703,DB01871,Q9UBX1,1
4704,DB04338,P28482,1
4705,DB01351,P48169,1
4706,DB00250,P11712,1
4707,DB08377,P01857,1
4708,DB04722,P00734,1
4709,DB00204,O95069,1
4710,DB09272,P41145,1
4711,DB00095,P12314,1
4712,DB01159,P20813,1
4713,DB01445,P21397,1
4714,DB04426,P11226,1
4715,DB06101,P35916,1
4716,DB00909,Q14524,1
4717,DB08420,P07477,1
4718,DB01361,P33260,1
4719,DB00212,P00797,1
4720,DB08882,P27487,1
4721,DB00659,Q9UN88,1
4722,DB03559,P00326,1
4723,DB04953,Q9NR82,1
4724,DB07306,P35228,1
4725,DB06207,P25100,1
4726,DB00414,P48048,1
4727,DB00726,P31645,1
4728,DB04187,P09488,1
4729,DB00706,P35368,1
4730,DB04464,Q16740,1
4731,DB00228,P31644,1
4732,DB01114,P35367,1
4733,DB00313,Q9UI33,1
4734,DB00622,Q01064,1
4735,DB07949,P11217,1
4736,DB00910,P08684,1
4737,DB08691,P49761,1
4738,DB07966,P12931,1
4739,DB00561,O14649,1
4740,DB04821,P27338,1
4741,DB04514,P07998,1
4742,DB02325,P17900,1
4743,DB05451,P19838,1
4744,DB00157,Q13423,1
4745,DB00674,P11230,1
4746,DB01595,P31644,1
4747,DB04895,O14786,1
4748,DB03013,P15291,1
4749,DB00582,P11712,1
4750,DB01023,P62158,1
4751,DB01940,P17612,1
4752,DB00337,P42345,1
4753,DB00273,Q99928,1
4754,DB00420,P08684,1
4755,DB06151,O15399,1
4756,DB00738,P05177,1
4757,DB08515,P28074,1
4758,DB06148,P08684,1
4759,DB00349,P14867,1
4760,DB08896,P22309,1
4761,DB00893,P69905,1
4762,DB00157,O75380,1
4763,DB01440,Q9HAB3,1
4764,DB00780,P05181,1
4765,DB00842,O60656,1
4766,DB07455,P42262,1
4767,DB00139,Q9P2R7,1
4768,DB03081,P07477,1
4769,DB08899,P20815,1
4770,DB02929,P08758,1
4771,DB00131,Q13131,1
4772,DB00126,O14832,1
4773,DB05146,P10721,1
4774,DB00189,O00591,1
4775,DB00217,P18825,1
4776,DB02170,P68400,1
4777,DB05036,Q96KG9,1
4778,DB08901,P36888,1
4779,DB06594,P28335,1
4780,DB01992,P07108,1
4781,DB01146,Q01959,1
4782,DB00752,P08684,1
4783,DB00726,P14416,1
4784,DB03441,P15085,1
4785,DB04858,P05181,1
4786,DB01136,P35348,1
4787,DB00622,P11229,1
4788,DB07394,P06576,1
4789,DB09207,P14416,1
4790,DB01144,P00918,1
4791,DB01223,Q92769,1
4792,DB01752,Q86VU5,1
4793,DB01942,O14936,1
4794,DB00182,P23975,1
4795,DB05284,P07437,1
4796,DB08392,O14757,1
4797,DB04141,P31040,1
4798,DB04599,P42262,1
4799,DB09128,P28223,1
4800,DB01107,Q9UN88,1
4801,DB05465,Q9GZP0,1
4802,DB05294,P00533,1
4803,DB00619,P20815,1
4804,DB00715,P31645,1
4805,DB00897,P31644,1
4806,DB08818,Q14520,1
4807,DB05271,P14416,1
4808,DB05298,Q08499,1
4809,DB01174,P08684,1
4810,DB02979,P29474,1
4811,DB04451,O60911,1
4812,DB03127,P35030,1
4813,DB06849,Q15661,1
4814,DB06691,P10635,1
4815,DB00157,P49419,1
4816,DB07675,P37231,1
4817,DB07839,P25774,1
4818,DB00469,P23219,1
4819,DB01375,P21796,1
4820,DB01685,P47989,1
4821,DB08896,Q02763,1
4822,DB00349,Q16445,1
4823,DB04215,P07477,1
4824,DB05101,P00533,1
4825,DB02933,Q13126,1
4826,DB08846,Q16790,1
4827,DB08645,P00918,1
4828,DB00381,Q6TME4,1
4829,DB00677,P22303,1
4830,DB00730,P05177,1
4831,DB00273,P35498,1
4832,DB00334,P08684,1
4833,DB00157,P14061,1
4834,DB05239,P08183,1
4835,DB01093,P10635,1
4836,DB00087,P02745,1
4837,DB01189,P28472,1
4838,DB01234,P20815,1
4839,DB00367,P18405,1
4840,DB06924,P15085,1
4841,DB02325,P07998,1
4842,DB00143,O95881,1
4843,DB01320,P10632,1
4844,DB02379,P04745,1
4845,DB00903,Q13621,1
4846,DB08059,P53350,1
4847,DB04272,P03950,1
4848,DB08369,P20813,1
4849,DB02820,Q99714,1
4850,DB00563,P04818,1
4851,DB00907,Q9UI33,1
4852,DB01151,P35348,1
4853,DB05271,P21918,1
4854,DB04141,P31930,1
4855,DB00199,O43193,1
4856,DB01216,P20815,1
4857,DB07906,P11086,1
4858,DB00659,O60391,1
4859,DB02811,P06276,1
4860,DB01107,Q8N1C3,1
4861,DB05250,P01584,1
4862,DB01104,P20813,1
4863,DB00196,P20815,1
4864,DB00095,P12318,1
4865,DB00594,P51172,1
4866,DB01192,P35372,1
4867,DB01576,Q01959,1
4868,DB00989,P06276,1
4869,DB00005,P02746,1
4870,DB04417,P19961,1
4871,DB05501,P51681,1
4872,DB03731,P05089,1
4873,DB03346,P49888,1
4874,DB00795,P37231,1
4875,DB00569,P00742,1
4876,DB00897,P48169,1
4877,DB00199,P24462,1
4878,DB05241,P42338,1
4879,DB05130,P41597,1
4880,DB01667,P00491,1
4881,DB00586,P23219,1
4882,DB01834,P09488,1
4883,DB00688,P10632,1
4884,DB01296,P01579,1
4885,DB01361,P33261,1
4886,DB01520,Q12879,1
4887,DB08208,Q02750,1
4888,DB00241,P78334,1
4889,DB00126,O00469,1
4890,DB02142,Q16773,1
4891,DB00777,P11229,1
4892,DB00904,P24462,1
4893,DB00668,P18089,1
4894,DB01239,P08172,1
4895,DB03575,Q99720,1
4896,DB00119,P11177,1
4897,DB01114,P20815,1
4898,DB00039,P22455,1
4899,DB00248,P41595,1
4900,DB01544,P33261,1
4901,DB03128,P22303,1
4902,DB04901,P33681,1
4903,DB01224,P28223,1
4904,DB01752,Q99873,1
4905,DB00108,P05362,1
4906,DB00071,P48745,1
4907,DB04770,O00764,1
4908,DB01174,P10632,1
4909,DB00679,P10632,1
4910,DB07644,Q96C86,1
4911,DB00334,P20309,1
4912,DB07548,P00734,1
4913,DB02762,P12931,1
4914,DB00805,P11229,1
4915,DB01054,P24462,1
4916,DB07228,O14757,1
4917,DB00690,P11509,1
4918,DB01621,P08684,1
4919,DB04767,P08709,1
4920,DB00588,P08684,1
4921,DB00348,P32754,1
4922,DB00393,Q13698,1
4923,DB05239,Q02750,1
4924,DB01179,P07437,1
4925,DB07778,O14957,1
4926,DB07208,P37231,1
4927,DB00157,P07195,1
4928,DB01050,P23219,1
4929,DB02078,P06241,1
4930,DB00176,P20815,1
4931,DB07195,Q15596,1
4932,DB06144,P14416,1
4933,DB05294,Q13882,1
4934,DB00491,Q8TET4,1
4935,DB00754,P33261,1
4936,DB03088,O43612,1
4937,DB08232,P13726,1
4938,DB01595,P28476,1
4939,DB08513,P35568,1
4940,DB07126,P20248,1
4941,DB00142,Q14957,1
4942,DB00119,O15403,1
4943,DB00745,P33261,1
4944,DB06843,Q08462,1
4945,DB03365,P24941,1
4946,DB02616,P00813,1
4947,DB03707,P29474,1
4948,DB07068,P23467,1
4949,DB01071,P08684,1
4950,DB00574,P10635,1
4951,DB07608,Q13627,1
4952,DB00127,Q96F10,1
4953,DB00216,P28221,1
4954,DB00918,P31513,1
4955,DB00321,P08908,1
4956,DB08157,P00915,1
4957,DB08236,O15144,1
4958,DB06803,P11712,1
4959,DB04295,P11217,1
4960,DB00404,P14867,1
4961,DB08059,P48736,1
4962,DB00142,O00341,1
4963,DB01889,Q14994,1
4964,DB03721,P11226,1
4965,DB05166,Q8TDV5,1
4966,DB07982,P24941,1
4967,DB04089,P00918,1
4968,DB07557,P51857,1
4969,DB07629,P00742,1
4970,DB00216,P28222,1
4971,DB00857,P08684,1
4972,DB01839,P00488,1
4973,DB07101,Q02750,1
4974,DB00641,P08684,1
4975,DB00197,P20815,1
4976,DB08737,P03372,1
4977,DB08896,P07949,1
4978,DB00482,P08684,1
4979,DB01038,P21918,1
4980,DB09128,P08908,1
4981,DB07049,P28845,1
4982,DB08515,P60900,1
4983,DB00628,P18505,1
4984,DB01105,Q01959,1
4985,DB08930,P20815,1
4986,DB09076,P20309,1
4987,DB00295,P16662,1
4988,DB01589,P18505,1
4989,DB01019,P08172,1
4990,DB04885,P46098,1
4991,DB03023,P07948,1
4992,DB08453,Q9UDW1,1
4993,DB00446,P08684,1
4994,DB05404,P04637,1
4995,DB06663,P35346,1
4996,DB05014,P36888,1
4997,DB01227,P30926,1
4998,DB00620,P08684,1
4999,DB00718,P22392,1
5000,DB07556,P03956,1
5001,DB00128,O75746,1
5002,DB00753,P98194,1
5003,DB02494,P55769,1
5004,DB00780,Q16853,1
5005,DB00072,O75015,1
5006,DB00679,P05181,1
5007,DB01204,P08684,1
5008,DB00752,P21397,1
5009,DB06898,P03372,1
5010,DB08299,Q08499,1
5011,DB01136,P35368,1
5012,DB07223,P07858,1
5013,DB08897,P08173,1
5014,DB00171,Q9Y4W6,1
5015,DB00675,P17252,1
5016,DB00599,Q16445,1
5017,DB00157,O75251,1
5018,DB00543,P35368,1
5019,DB00467,P05177,1
5020,DB08553,P15056,1
5021,DB04645,P11217,1
5022,DB01184,P20813,1
5023,DB07574,P68363,1
5024,DB00751,P35348,1
5025,DB08899,P10632,1
5026,DB00805,P31645,1
5027,DB00682,P33260,1
5028,DB00755,P00352,1
5029,DB08624,P00734,1
5030,DB00041,P47712,1
5031,DB03106,P04062,1
5032,DB08221,Q02763,1
5033,DB00872,P37288,1
5034,DB07860,P61925,1
5035,DB04975,P20813,1
5036,DB08236,O15143,1
5037,DB00856,P47989,1
5038,DB00580,P08684,1
5039,DB03849,Q07343,1
5040,DB00495,P04183,1
5041,DB01159,P03886,1
5042,DB01225,P00742,1
5043,DB04077,Q14643,1
5044,DB07877,P07900,1
5045,DB00796,P35503,1
5046,DB01996,P45452,1
