#Drug	Gene
DB00173	P78362
DB05494	P27707
DB00316	P05177
DB00721	Q9Y5Y9
DB08056	P06239
DB00667	P11712
DB02047	P23219
DB06650	P11836
DB00157	P47989
DB01162	P35348
DB01215	P08684
DB04888	P08908
DB06637	Q14003
DB08487	P00742
DB00835	P05181
DB02755	P20645
DB00404	P31644
DB05022	P11388
DB06094	P04792
DB00686	P05230
DB00075	P00736
DB06977	P17612
DB01254	P06239
DB01236	P20813
DB04315	P10114
DB08515	P28072
DB00176	P05181
DB00726	P13945
DB01591	P08172
DB00254	Q9UM07
DB01110	P11712
DB01595	P14867
DB00143	O60760
DB03461	P04035
DB01234	P20813
DB00098	P05106
DB01291	P07550
DB00454	P08912
DB00544	P04818
DB00521	P07550
DB00731	P24462
DB04890	P35367
DB07065	P24941
DB00126	Q96KS0
DB06879	P35228
DB02659	P24311
DB04315	P13639
DB01106	O95665
DB01131	P05181
DB01234	Q9HB55
DB00457	P08913
DB04469	Q08499
DB00143	P30711
DB05147	Q13748
DB05745	P09960
DB01189	P42261
DB07182	P15086
DB08180	P49354
DB01388	Q13936
DB00121	P50747
DB00142	Q9ULK0
DB07503	P48736
DB01182	Q14524
DB00988	Q01959
DB00135	P17735
DB07851	P27487
DB02563	P30084
DB05187	Q03181
DB00633	P08913
DB04147	Q02127
DB00114	Q16719
DB08453	P47985
DB05428	P31350
DB00740	Q9UPY5
DB05471	Q00653
DB05139	Q9GZP0
DB01101	P23141
DB01437	P18507
DB00988	P21728
DB00543	P23975
DB05223	Q9UBN7
DB00651	P27815
DB08811	Q14432
DB00872	P08684
DB08930	P22309
DB01049	Q16445
DB08932	P25101
DB00356	P05181
DB01217	P08684
DB00203	O76074
DB05412	P01584
DB08080	Q969V6
DB01708	Q05586
DB01238	P28335
DB08550	P11086
DB09079	P36888
DB02623	P60953
DB00165	P04798
DB04616	P22303
DB00748	P10632
DB02379	O14594
DB00193	P08684
DB00201	P27815
DB00051	P02747
DB00002	P09871
DB00143	P78417
DB00186	P14867
DB07431	P24941
DB07637	P19235
DB08426	P00742
DB08780	O14757
DB00995	O14920
DB01191	P11712
DB00832	P33261
DB00321	P28221
DB08885	P15692
DB03010	Q13748
DB01238	P35367
DB04464	P0CG48
DB01088	Q08499
DB02207	P35228
DB02210	P04054
DB01698	P10635
DB08197	P07900
DB06706	Q05940
DB01466	P16435
DB00072	P12314
DB00468	P08684
DB00843	P10635
DB00517	P11229
DB01826	P02144
DB08235	O15145
DB01734	P18031
DB00218	P11388
DB00286	P08684
DB06101	P17948
DB01183	P35372
DB00481	P10632
DB07239	P27487
DB08538	P24941
DB00359	P05181
DB04881	P08183
DB03147	Q92947
DB04459	P00746
DB00987	P32320
DB05905	Q13639
DB07842	P37231
DB01184	P10635
DB01587	P14867
DB02745	P62312
DB06709	P20309
DB00499	P08684
DB00158	Q92820
DB03088	P0CG04
DB00721	Q9H2S1
DB06216	P28222
DB08813	P16109
DB00536	P07998
DB02418	P62837
DB00191	P23975
DB00778	P08183
DB08814	P19838
DB04094	P62942
DB04395	P55072
DB01110	Q9NPA1
DB04602	P61927
DB01129	P20648
DB03401	P35241
DB00898	Q13936
DB00075	P02746
DB07592	P43235
DB00725	P08173
DB00897	P24462
DB06720	P04062
DB06865	P00734
DB00129	P50440
DB00454	P35372
DB01159	Q9NPC2
DB06196	P15144
DB01238	P21918
DB00674	P17787
DB01223	P08684
DB02709	P05177
DB03428	P24941
DB05339	P08908
DB08930	Q9HB55
DB01579	P23975
DB03661	P07711
DB08195	P25774
DB07230	Q92731
DB06204	P23975
DB00969	P05177
DB00143	Q9NS18
DB03904	P00918
DB04306	Q86XF0
DB03330	Q04760
DB03991	Q9Y3R4
DB00514	P11712
DB04905	P08183
DB07395	P06737
DB07401	P47985
DB07336	O14757
DB00659	O14764
DB02308	P35030
DB00795	P35354
DB00397	P05177
DB07586	Q9BY41
DB00316	P11245
DB07089	P56817
DB00925	P08913
DB00589	P41595
DB00518	P08684
DB02887	P15531
DB05129	P11388
DB01497	P41145
DB00508	P21728
DB00142	Q16099
DB08173	P00742
DB08258	P34913
DB08818	P10915
DB00675	P05181
DB00980	P08684
DB01962	P08631
DB05252	P35228
DB00241	Q13002
DB03496	P49336
DB03976	P07478
DB07294	P13631
DB03023	P12931
DB03959	P14210
DB01406	P13500
DB07029	P35228
DB00540	P35367
DB00347	O43497
DB01842	P07998
DB00074	P02747
DB05386	P06276
DB04101	P24941
DB00300	P27144
DB04444	P63096
DB00208	P33261
DB00470	P11712
DB00879	P27707
DB01410	P08684
DB00582	P33261
DB05194	P04141
DB00147	O00764
DB00313	P19224
DB00500	P35354
DB03633	P17900
DB01953	Q16539
DB08386	Q9Y233
DB00668	P35368
DB03372	P60568
DB08614	Q9UNI1
DB00284	P10253
DB07115	Q8N1Q1
DB00139	Q99643
DB06404	P05155
DB06694	P18089
DB00186	P18507
DB00526	P00441
DB03349	P49773
DB04786	P21817
DB00822	P05181
DB01079	P11712
DB01151	P08173
DB06822	P48061
DB07364	Q00535
DB07788	P28482
DB00129	O95190
DB00909	P43166
DB00543	Q8N1C3
DB01559	P31644
DB00981	P22303
DB00553	P11509
DB07247	P13726
DB00938	P10632
DB03740	P04062
DB07108	Q07817
DB05864	P50579
DB00398	P09619
DB09049	P33261
DB00563	P31939
DB01026	P10275
DB00849	P43681
DB01359	P28222
DB01412	P05181
DB02587	Q08462
DB08805	P25021
DB00056	P02746
DB04715	P11309
DB07995	Q8TF76
DB01915	Q9BWD1
DB05744	P02741
DB01054	O95180
DB00157	Q9UI09
DB01201	Q9HB55
DB08632	P69905
DB01167	P05181
DB06772	P10632
DB00918	P21397
DB08888	P08697
DB00653	Q08289
DB01267	P21728
DB01206	P08684
DB01870	P19961
DB03373	P07477
DB03435	P46976
DB00363	P08912
DB00100	P38435
DB01186	P28221
DB00048	P08123
DB00898	P48169
DB07798	P11086
DB04840	P04798
DB04141	P14927
DB00142	P48507
DB01354	P48169
DB00185	Q01740
DB00186	Q16445
DB07700	P42330
DB08088	P10275
DB07353	P00734
DB01048	P28332
DB00773	P20815
DB00157	P30043
DB00623	P21728
DB01036	P33261
DB00530	P04798
DB00543	O14764
DB05134	P07900
DB05509	P08908
DB01427	Q07343
DB09078	P10721
DB07950	Q16773
DB00540	P11712
DB01231	P20309
DB01075	P23219
DB00116	P34896
DB00436	P51580
DB00934	P35367
DB00157	P03905
DB02778	P09467
DB05676	Q07343
DB00373	P33261
DB01035	P26358
DB00834	P10635
DB00117	P42357
DB05773	P08684
DB00266	Q9BQB6
DB00241	P36544
DB02624	P19634
DB03276	P62993
DB07307	Q16539
DB00312	Q05586
DB00543	P08912
DB05235	P10827
DB03084	P53779
DB03710	P29475
DB00002	P02745
DB00142	Q6YP21
DB07450	P15121
DB00622	P20309
DB00451	P10828
DB07651	P18031
DB03740	P12821
DB07827	P45452
DB01403	P20309
DB00458	P21918
DB01424	P05177
DB07652	Q9UBT6
DB00454	Q12879
DB08631	P11086
DB00332	P11229
DB08804	P11511
DB00945	P10632
DB00142	Q13003
DB00078	P02747
DB00814	P08684
DB00696	P28221
DB00135	P54577
DB05452	P37288
DB00334	P08173
DB00448	P10635
DB00571	P08684
DB03783	P33261
DB00477	P21728
DB00268	P18089
DB06738	P20813
DB00568	P14416
DB00402	P23219
DB00176	P10635
DB05134	P08238
DB00572	P11229
DB00818	Q99928
DB00598	P35368
DB03754	P07585
DB03632	Q13231
DB04856	P08684
DB00163	P00441
DB01223	P30542
DB01352	Q13002
DB00611	P41143
DB00455	P08684
DB08513	P06213
DB01588	P08684
DB06203	P27487
DB00762	P22309
DB01255	Q01959
DB01437	P05108
DB01752	O60678
DB04643	P11217
DB04841	P62158
DB04941	Q5XXA6
DB08864	P20813
DB00466	P14867
DB00635	P33261
DB00958	P00441
DB00794	P11712
DB04185	P00480
DB01137	P11388
DB01159	Q16445
DB00139	P55809
DB05798	P13861
DB05266	P27815
DB06899	P00797
DB07286	P10275
DB05475	O60603
DB00683	Q9UN88
DB01021	P00915
DB00153	P11473
DB03664	P30085
DB00475	P47869
DB06287	P08684
DB06148	P35462
DB07135	P27487
DB01221	P41143
DB02007	P11217
DB01589	P33261
DB00472	P33261
DB00770	P43116
DB01355	P05177
DB08809	Q15118
DB01054	Q13698
DB01215	Q16445
DB03894	P27338
DB00142	P00505
DB08674	P49354
DB01055	P14679
DB06777	Q96RI1
DB04315	P62491
DB00334	Q8N1C3
DB00463	P43681
DB00709	Q8TCD5
DB00241	P48169
DB04387	P00797
DB00823	P03372
DB00935	P35348
DB00999	P22748
DB01030	P11387
DB08355	P20248
DB00829	P20815
DB07485	P62508
DB02096	P00813
DB08818	Q86UW8
DB03849	Q08499
DB01075	P10635
DB03512	P07998
DB00668	P35348
DB00540	P08912
DB08893	P06276
DB04141	P16442
DB00548	P31213
DB00224	P20815
DB01765	P68400
DB00589	P18089
DB00755	P51843
DB04544	P11217
DB08019	P29475
DB00242	P00491
DB00342	P11712
DB00589	P08684
DB04868	P10635
DB01049	Q13639
DB00171	Q16671
DB00231	P48169
DB01791	Q08499
DB07613	O60760
DB06637	P17658
DB03796	P10632
DB00745	P35368
DB00617	P11712
DB03127	P68400
DB01704	P17538
DB00651	P30542
DB07522	P00734
DB01564	P10275
DB00122	P22303
DB00025	Q8NI22
DB01785	P14324
DB00114	Q99259
DB00313	P11509
DB01076	P11712
DB05892	P01138
DB01149	P23975
DB00363	P35462
DB00421	P10275
DB00142	Q9H1K4
DB07546	P19784
DB00433	P10635
DB00150	P23381
DB03191	Q00266
DB04799	P08574
DB05470	P01584
DB00852	P60568
DB00381	P20813
DB08815	P34969
DB07377	P50579
DB06919	P00734
DB08182	P20248
DB01594	P28476
DB00201	Q14643
DB00312	P47870
DB00531	P33261
DB00869	P00918
DB00231	Q16445
DB00543	P31644
DB00360	P35354
DB04216	P08631
DB00435	P05091
DB00231	Q99928
DB00347	P11712
DB00199	P08684
DB02527	Q9UL51
DB07540	P24941
DB00039	P22607
DB01017	P09917
DB00005	P20333
DB00227	P04035
DB03044	Q16539
DB04841	P04798
DB00773	P05177
DB05072	P25103
DB00322	P04818
DB07364	Q15078
DB00683	Q16445
DB00458	P08908
DB00988	P21918
DB01159	P23415
DB00601	P27338
DB02827	P18031
DB01189	P48169
DB00908	P10635
DB00929	P43115
DB02850	P32754
DB00501	P31513
DB07016	P00734
DB01420	P22309
DB03307	P24941
DB07815	Q6P093
DB03144	P29475
DB06016	P10635
DB06878	P00734
DB02309	P00492
DB08486	P69905
DB09075	P00742
DB00116	P11586
DB04867	P32238
DB00363	P11229
DB02545	Q96RI1
DB00425	P24462
DB01439	P35372
DB08464	P08238
DB04953	P35503
DB06288	P34969
DB01346	O00180
DB04794	P11511
DB04462	P68400
DB00172	P13674
DB01594	O14764
DB01183	P41145
DB02692	P35228
DB02032	P12821
DB01520	Q8TCU5
DB02705	P00749
DB04859	P22303
DB01429	P62158
DB08141	P24941
DB07161	O60674
DB07954	O60658
DB03577	P15309
DB01694	P21283
DB01623	P10635
DB04707	P61925
DB00100	P00451
DB00145	O75600
DB00371	P47870
DB06144	P35348
DB00248	P28335
DB04871	P08684
DB04151	P68133
DB06216	P18089
DB01233	P15538
DB08690	P22695
DB00097	P23945
DB08057	P06239
DB07844	P00742
DB00751	P35367
DB01496	P14867
DB01197	P14780
DB00188	P10635
DB01388	Q01668
DB07919	P21397
DB00809	P20309
DB00934	P08172
DB06414	P33261
DB00851	P05177
DB00157	P00338
DB00980	P33261
DB01863	Q9H4M7
DB04739	P12931
DB00289	Q13224
DB04855	P35368
DB01118	P08684
DB00263	P11712
DB00805	P10635
DB00996	Q8TCU5
DB01392	Q14654
DB00543	P28223
DB06271	P05546
DB00297	P10635
DB00121	Q9HCC0
DB00526	P05177
DB00661	Q01668
DB01248	P10636
DB03240	P42262
DB07165	P00734
DB03243	P07477
DB00628	O00591
DB00590	P35348
DB00945	P51812
DB00951	P10635
DB01601	P11712
DB02116	Q00535
DB06785	P30968
DB04953	P11509
DB07617	P11509
DB03032	Q03013
DB02652	P15085
DB01166	Q14432
DB05190	P04049
DB08231	P01308
DB06603	P10635
DB01472	Q01959
DB00376	P11229
DB02506	P62136
DB08114	P61925
DB00493	Q4U2R8
DB00908	Q9Y257
DB02659	P51161
DB01589	A8MPY1
DB02983	Q92731
DB00659	Q12879
DB07356	P27487
DB04630	P15538
DB00200	Q9Y4U1
DB01186	P18089
DB02379	P35247
DB03697	P00918
DB00182	P13945
DB00805	P41595
DB00073	O75015
DB00869	P08684
DB01159	Q8TCU5
DB04216	P10632
DB00876	P11712
DB01595	O14764
DB04695	O95749
DB01483	Q13002
DB05364	P10147
DB00898	Q02928
DB00829	A8MPY1
DB02258	P13631
DB01221	P41595
DB00091	P10632
DB01184	P24462
DB00334	Q99928
DB06216	P08588
DB08233	P24941
DB01268	P24462
DB00134	Q99707
DB02181	P15531
DB00240	P08684
DB01026	P08686
DB08897	P20309
DB00342	P20309
DB01595	P08684
DB00110	P02745
DB08694	P24941
DB01708	P24462
DB06589	P05230
DB00694	P20815
DB01218	P08684
DB06144	Q12809
DB00143	Q16775
DB00188	Q99460
DB00255	P11509
DB00273	P22748
DB00575	P10635
DB00070	P01137
DB03925	P08246
DB04622	Q16769
DB09076	P11229
DB00216	P33261
DB00712	P22309
DB06719	P30968
DB00404	P18505
DB00289	P08684
DB04938	P08684
DB06216	P08684
DB06274	P41143
DB08892	Q9UBS5
DB00960	P28222
DB06016	P35462
DB00208	P05177
DB09202	P08913
DB01363	P54219
DB05047	P23560
DB02720	P11217
DB04018	P29474
DB05448	Q16881
DB00054	P08514
DB01128	P08684
DB01142	P11712
DB05219	Q08493
DB00145	O60391
DB08503	P11217
DB02910	P11310
DB01215	P14867
DB00675	P11511
DB07573	P56817
DB02449	P08254
DB08594	P43235
DB06678	P08913
DB01173	O15399
DB05764	Q92843
DB01571	P35372
DB01035	P10635
DB01411	P12724
DB01854	P52961
DB04166	P14920
DB04395	Q16877
DB00283	P10635
DB00568	P08172
DB00142	Q9UDR5
DB03217	P12931
DB00857	P05177
DB00544	P42898
DB07678	Q15596
DB01023	P11712
DB00631	P27707
DB00795	O15111
DB01169	P28482
DB00227	P10635
DB00325	P16066
DB00074	P09871
DB08643	P08254
DB00127	Q9NWM0
DB08309	P20248
DB08350	P00519
DB06151	O14920
DB01559	P28472
DB08883	P20815
DB00402	P30536
DB01406	P03372
DB07117	P14780
DB00056	P20138
DB02482	P31949
DB08618	P01859
DB00189	P48169
DB01361	P08684
DB09570	P10635
DB00848	P10696
DB00755	P33260
DB00626	P01023
DB07687	P24941
DB00418	P36544
DB00157	P12268
DB02483	P00338
DB01435	P05177
DB00157	Q06278
DB00926	P28702
DB00797	P35348
DB03880	P39900
DB08846	P07451
DB00795	P23219
DB02472	P00813
DB08138	P24941
DB04522	P29508
DB08047	Q15596
DB00372	P21728
DB00909	O43570
DB00543	P11229
DB00051	P08637
DB00408	P28566
DB04957	P20815
DB00114	O94903
DB04395	P08069
DB00688	Q9HAW7
DB01008	P09210
DB01196	P03372
DB00005	O75015
DB00130	O43548
DB03020	P00326
DB05122	P16144
DB00126	P13674
DB00396	P05093
DB00967	P35367
DB01977	P00749
DB08231	P62942
DB00163	P17252
DB00607	P05177
DB04674	P25101
DB01621	P10635
DB01107	P28472
DB00257	P20813
DB00655	Q02928
DB08813	P01008
DB07279	P00734
DB00118	P05181
DB04315	P21980
DB08157	P00918
DB00898	Q05901
DB00273	P08684
DB00398	P05177
DB02432	P12931
DB03955	Q16706
DB04315	Q15382
DB05045	P49146
DB05241	O00329
DB04948	P08913
DB08804	P10275
DB00277	P27815
DB04315	P11488
DB05268	P04049
DB00683	P47870
DB03147	P55789
DB01536	P14060
DB03796	P50897
DB05461	P18825
DB08217	P06730
DB00002	P31994
DB00099	P08246
DB00126	Q9UHI7
DB00491	P04746
DB02044	P29475
DB00188	P28074
DB01558	O00591
DB04149	Q08499
DB00745	P11712
DB06203	P10635
DB08020	P03372
DB08294	P01857
DB02292	P00918
DB04946	P21728
DB07152	P36897
DB01142	P25100
DB00500	P23219
DB06148	P34969
DB00570	P23258
DB00035	P30518
DB04864	P22303
DB00459	P19793
DB01068	Q99928
DB08673	P24941
DB04573	Q92731
DB00231	P78334
DB04272	P14174
DB08300	P48736
DB00334	P14867
DB03783	P08684
DB00491	P10253
DB01079	P28223
DB01179	P11388
DB04716	P23458
DB00508	P11229
DB06176	P20815
DB00717	P08684
DB00143	P10620
DB07249	P54760
DB00477	P21918
DB08828	P11712
DB09016	P35367
DB00543	P35348
DB00157	P08319
DB04953	O60656
DB00171	P36896
DB01267	P20815
DB00475	O00591
DB06908	Q15788
DB02166	P22303
DB00083	P60880
DB00248	P28221
DB08838	Q00975
DB00714	P08913
DB01176	P49888
DB04152	P42262
DB06738	P23219
DB07385	P15559
DB07996	P17612
DB01805	P07477
DB02383	O60218
DB05109	P08684
DB00368	P35348
DB01173	P20813
DB08437	P62829
DB00926	P13631
DB01175	Q01959
DB00145	Q14032
DB00408	P14416
DB00701	P33261
DB00483	Q15822
DB00073	P11836
DB00391	P14416
DB01723	P62942
DB07459	Q16539
DB08900	O95838
DB01969	O75390
DB00945	P54619
DB07933	P03372
DB01363	P08913
DB00599	P31644
DB08251	P42574
DB00675	P11712
DB04407	P24941
DB00921	P33261
DB07058	P49841
DB00625	P33261
DB07345	P56817
DB00189	P18505
DB00696	P08913
DB05651	O15379
DB03461	P48163
DB00075	O75015
DB00421	O43497
DB08184	P07477
DB01303	Q14432
DB01696	P06737
DB00334	P08913
DB08217	P06731
DB01238	P08684
DB01098	P08684
DB01245	P06276
DB00477	P05177
DB00675	P41743
DB04849	P35968
DB00157	O14561
DB00926	O43174
DB01021	P22748
DB00457	Q9H252
DB05229	P43119
DB00104	P30874
DB01238	P35368
DB03368	P08254
DB00280	Q9NZV8
DB00130	P49915
DB07636	Q9UDW1
DB01821	P29474
DB04315	P84077
DB00515	P04731
DB00927	P33261
DB05289	Q9Y6K9
DB00856	P06276
DB00391	P06276
DB00872	P30518
DB01093	P33261
DB03088	Q03403
DB00778	P05177
DB00816	P07550
DB04946	P34969
DB00107	P30559
DB08128	P11086
DB08901	Q02763
DB00884	P14324
DB03067	P11217
DB04331	P52732
DB07665	P00734
DB09280	P20813
DB04478	Q00796
DB05215	P06213
DB00231	P20813
DB00073	P02745
DB00039	O14786
DB00135	P07101
DB01076	P20813
DB08021	P53779
DB00071	P14735
DB05203	P00797
DB00543	P41595
DB00157	P49821
DB01595	P35498
DB04395	P53778
DB06016	P35367
DB00028	P12318
DB01401	P35354
DB06151	Q12879
DB00126	Q6N063
DB07658	P00734
DB00466	P23416
DB00749	P16662
DB01142	P41595
DB00568	P08912
DB01628	P11712
DB04395	P51570
DB05316	P28223
DB03147	P11310
DB07632	P00918
DB01278	O60894
DB00056	P09871
DB00056	P31994
DB00343	P33261
DB01589	O14764
DB01023	Q13936
DB02709	P35354
DB08801	P35367
DB00582	Q01740
DB01621	P28223
DB01079	P10632
DB05308	P04818
DB07393	P00390
DB01544	P20813
DB03585	Q9NZK7
DB00493	Q9Y694
DB00829	Q99928
DB01201	P08684
DB08330	P47985
DB00925	P08684
DB01851	P01834
DB01840	Q9NPH2
DB08814	P35228
DB00340	P08912
DB03977	P62158
DB01212	Q4U2R8
DB00312	Q8N1C3
DB06987	Q9NZK7
DB01041	P33261
DB00171	O95477
DB00543	Q16445
DB01025	Q99584
DB04464	P00414
DB00095	P20701
DB03247	Q969G6
DB01346	Q14524
DB01010	P06276
DB01972	P78352
DB00614	P27338
DB00368	P08913
DB00321	P23975
DB03137	P07900
DB01234	P05181
DB08846	P05181
DB00321	Q9NZV8
DB00852	P18850
DB03120	P09668
DB03909	P00558
DB01209	P35372
DB00401	P05177
DB04585	P05089
DB08183	P52333
DB05271	P21728
DB00139	P21912
DB00157	O15239
DB00237	Q16445
DB00471	P09917
DB04224	P02689
DB05120	P06213
DB00786	P39900
DB00157	O43677
DB00539	P03372
DB03144	P05089
DB06884	P48552
DB03435	O94766
DB01227	P32297
DB00185	P11229
DB05234	P10275
DB00528	P10635
DB00714	P21728
DB00158	P42898
DB00238	P20813
DB03556	P16152
DB04315	P36405
DB00309	Q9H4B7
DB08896	P00519
DB01006	P11509
DB01353	P36544
DB07023	P03951
DB00159	P35354
DB01110	Q12791
DB00143	P09211
DB00762	P06276
DB03510	Q8N142
DB00111	P12318
DB00914	P10635
DB04214	P24666
DB00897	P34903
DB00358	P69905
DB01075	P20813
DB01393	P37231
DB00298	P35348
DB00321	P08913
DB06909	Q07343
DB09128	P14416
DB00829	P18507
DB00714	P41595
DB06148	Q01959
DB00675	P08684
DB00530	P10635
DB00115	Q9Y4U1
DB00246	P20815
DB00972	P08684
DB02845	P06276
DB00102	P09619
DB03153	P00492
DB00897	P18507
DB00811	P55263
DB00604	P08684
DB03115	Q02750
DB00712	P06133
DB03127	O00244
DB01645	P05177
DB00321	P25100
DB08867	P04150
DB00973	P15144
DB00705	P24462
DB01075	P33261
DB00463	P78334
DB01114	P10635
DB07841	P53611
DB08690	Q9UDW1
DB01049	A5X5Y0
DB01136	P08588
DB08296	P01857
DB00312	P47869
DB00720	P05141
DB01628	P33261
DB05104	P41145
DB00514	P35372
DB07841	P49356
DB00555	P22310
DB04673	P00742
DB07396	P06737
DB04868	P08684
DB00721	Q9Y691
DB01437	P47869
DB08860	P10632
DB00126	Q8IVL5
DB03154	P18031
DB08896	P15056
DB02761	Q16762
DB00381	P10635
DB08073	P49841
DB06603	Q9UBN7
DB07720	Q494W8
DB01131	P08684
DB00334	P46098
DB04884	P28222
DB08378	P19105
DB05492	P35372
DB00599	P36544
DB01001	P08684
DB00142	Q13002
DB00531	P33260
DB01028	P18505
DB08846	P00918
DB01205	P18507
DB09074	P08684
DB00532	Q14524
DB01156	P08684
DB08409	P01859
DB00945	P33261
DB02325	P43026
DB08430	Q6UWM7
DB01119	P05023
DB00715	P08173
DB00139	P51649
DB00393	Q08289
DB00415	Q02763
DB00397	P07550
DB00909	Q9NS85
DB02492	Q16706
DB02497	P08758
DB08235	P59998
DB00374	Q03181
DB00866	P08588
DB00317	P04798
DB00030	Q16270
DB00458	P08912
DB00051	O75015
DB00215	P11229
DB01120	P15692
DB08881	P10635
DB07394	P25705
DB00448	P04798
DB01263	P08684
DB00020	P26951
DB00966	P37231
DB01717	P00568
DB05032	Q9H3N8
DB05342	P04035
DB06725	P23219
DB02834	P15121
DB04522	P11309
DB03963	Q13426
DB00197	P22309
DB00368	P05177
DB00741	P20815
DB00433	P08684
DB00751	P20813
DB01047	Q99835
DB00533	P11712
DB04272	Q9Y275
DB00119	P80404
DB04395	P53779
DB00392	P08172
DB06803	P05177
DB00421	Q06432
DB07082	P55055
DB00316	P22309
DB01202	Q7L0J3
DB01023	P08684
DB00277	P30542
DB01242	P41595
DB04447	O43708
DB06833	P11474
DB00182	P14416
DB08236	P61160
DB08399	P25705
DB01118	Q12809
DB05190	P15056
DB00705	P33261
DB01409	P20309
DB07691	Q03181
DB08360	P68400
DB02859	O00763
DB04307	P27338
DB04464	P20674
DB04873	Q13639
DB00918	P33261
DB00972	P04798
DB00268	P05177
DB01186	P21728
DB00312	Q16445
DB07768	P52895
DB00092	P02746
DB03856	P11926
DB07761	P24941
DB01338	Q15822
DB07863	P19793
DB00156	Q9BW92
DB08305	P42262
DB07054	P24941
DB00351	P04150
DB00873	P04150
DB00503	P10635
DB03981	P08758
DB00819	P07451
DB03685	P15291
DB03383	P11217
DB08178	P24941
DB06916	P35228
DB01229	P10415
DB00421	O00555
DB00458	P21728
DB01412	P05177
DB02029	P34913
DB02733	P24941
DB07763	O14957
DB07001	P29474
DB00544	P11712
DB00999	Q12791
DB00503	P08684
DB01285	P06850
DB06663	P30872
DB00540	P35368
DB02326	P22894
DB08864	P05177
DB07400	P00734
DB00752	P27338
DB00903	P05023
DB00248	P21728
DB01396	P05023
DB02510	P07814
DB05227	P28223
DB00321	P20815
DB00567	P08684
DB01254	P31513
DB03953	P35228
DB06855	P00749
DB01085	P20309
DB08899	P20813
DB01085	P11509
DB00526	P09211
DB00477	P08908
DB00659	O00591
DB00228	P48169
DB01397	P35354
DB03663	P24941
DB09280	P11712
DB01363	P18089
DB00343	P20815
DB00641	P24462
DB00248	P28222
DB00559	P25101
DB00338	P11712
DB07335	P48736
DB04461	P06132
DB00368	P25100
DB00171	Q09428
DB01229	P27816
DB00396	P20815
DB07520	P25774
DB02998	P06401
DB01741	P07477
DB04577	P27487
DB00157	P56556
DB06708	P08684
DB06712	Q8IZS8
DB00753	O00591
DB00842	P48169
DB00246	P11229
DB07005	P00734
DB08118	P35557
DB01007	P10632
DB00763	P05181
DB03501	Q14376
DB00095	P08637
DB00160	P49588
DB04114	P22303
DB05109	P11712
DB00201	P16499
DB01224	P28221
DB00818	Q9UN88
DB08916	P00533
DB06589	P10635
DB01295	P35348
DB00155	O94760
DB00462	P11229
DB03367	P39900
DB05147	Q13509
DB00363	P46098
DB07993	P56817
DB02315	Q9UL51
DB00171	Q92887
DB08703	P80192
DB01888	P24941
DB00171	P10398
DB00228	O00591
DB09202	P25100
DB00857	P23219
DB05255	Q5T601
DB05838	P30518
DB00688	P22309
DB00818	P10635
DB04068	P15531
DB04549	P00918
DB08515	P28066
DB03083	P78368
DB00647	P41145
DB00988	P23975
DB00980	P49286
DB03796	P08100
DB01624	P21728
DB01228	P10635
DB02059	P13639
DB07780	P49354
DB00069	P17181
DB08875	P07949
DB00241	Q9UN88
DB02185	Q6UWM7
DB08293	P08238
DB00804	P04798
DB07231	P07858
DB07376	P08709
DB01233	P19099
DB02999	Q13002
DB04077	P17050
DB06637	Q14721
DB00936	P23219
DB00571	P05177
DB07931	Q04828
DB00118	P31153
DB03471	P14555
DB08084	P15121
DB03587	P04054
DB06616	P36507
DB03147	Q16881
DB03150	P23919
DB03439	P04746
DB00321	P05181
DB08236	P59998
DB00752	P33261
DB09053	P20815
DB00753	Q99928
DB00769	P08684
DB03683	P14780
DB04472	O00182
DB06663	P32745
DB01406	P10275
DB00599	P43681
DB03608	P30044
DB01381	P11712
DB01919	P17612
DB06764	P35348
DB00408	P21917
DB00292	Q8N1C3
DB02118	P39900
DB07234	P49137
DB02714	P07998
DB08690	P14927
DB08229	P42574
DB00328	Q07869
DB00938	P20815
DB00408	Q9H3N8
DB04395	P68133
DB01216	P18405
DB00139	Q9NVH6
DB00013	P05121
DB00108	P31994
DB00188	P28072
DB01224	P28222
DB01624	P28223
DB00294	P03372
DB06096	P28221
DB02350	P08254
DB00668	P00439
DB00014	P22888
DB00111	O75015
DB01049	P48169
DB04855	Q13936
DB00111	P14784
DB01184	P05177
DB01124	P48048
DB00074	P02746
DB00475	Q16445
DB00231	P47869
DB00157	P15428
DB01998	P01009
DB02494	P62917
DB00143	Q9Y2Q3
DB06603	Q13547
DB00081	P12318
DB05785	P10826
DB00425	P14867
DB00171	Q13131
DB02795	Q9NZK7
DB00452	P61073
DB00285	P23975
DB01625	P20309
DB00162	Q9BTZ2
DB00056	P02747
DB00708	P41145
DB01054	P08684
DB01353	P14867
DB02774	P84077
DB03615	P07237
DB07091	P00734
DB02644	P29475
DB05271	P21917
DB00245	P10635
DB00120	O95363
DB00515	P20813
DB00424	P11229
DB03959	P08758
DB00540	P08173
DB00598	P35348
DB00013	P14543
DB00499	P33261
DB07144	P00374
DB08285	P20248
DB01426	P10635
DB07627	P07384
DB05137	Q9GZZ6
DB00133	Q9GZT4
DB00721	Q86W47
DB06822	P13612
DB03121	P14555
DB01233	P14416
DB07453	P05177
DB01189	P23415
DB07707	P03372
DB01115	P04798
DB00611	P35372
DB07801	O14965
DB02277	Q16539
DB04868	P10632
DB08790	O60760
DB00297	P08684
